record_id,phone,account_number,call_time,call_hour,call_result,age,mortgage_balance,tenure,account_holdings,retained,age_group,balance_group,tenure_group
2462,886025527,ACC300651,28/04/2025 14:50,14,answer,44,194042.5843,15.13302053,4,0,36-50,Low,Loyal
2463,833393777,ACC975796,24/04/2025 15:45,15,answer,62,278814.5874,9.018752484,1,0,51-75,Medium-High,Established
2464,837380192,ACC160021,07/04/2025 10:53,10,dropped,54,489530.7133,5.927864625,2,0,51-75,High,Established
2465,882191192,ACC507553,24/04/2025 13:48,13,invalid number,31,204262.8387,16.26622186,1,0,25-35,Medium-Low,Long-term
2466,861351208,ACC273534,28/04/2025 11:32,11,no answer,44,244441.5766,7.402194147,3,0,36-50,Medium-Low,Established
2467,821165166,ACC792423,17/04/2025 16:13,16,callback error,25,185918.9464,0,1,0,25-35,Low,New
2468,873681551,ACC163171,21/04/2025 09:29,9,no answer,72,367300.0879,0,3,1,51-75,High,New
2469,863600302,ACC780994,07/04/2025 09:34,9,answering machine,73,242512.9025,18.29895978,3,0,51-75,Medium-Low,Long-term
2470,837265954,ACC565861,09/04/2025 16:52,16,answering machine,61,345122.928,1.07870286,1,0,51-75,High,New
2471,855558360,ACC404029,21/04/2025 12:36,12,dropped,40,358945.2998,18.50867021,4,0,36-50,High,Long-term
2472,823287812,ACC926951,14/04/2025 10:10,10,answering machine,41,308827.9373,4.98813777,3,0,36-50,Medium-High,Established
2473,892487313,ACC925510,23/04/2025 15:49,15,wrong party,67,304070.0476,7.323519977,3,0,51-75,Medium-High,Established
2474,815620318,ACC636730,15/04/2025 12:41,12,no answer,25,399695.8016,9.156538122,4,0,25-35,High,Established
2475,815327131,ACC217340,16/04/2025 16:27,16,answer,44,234504.5679,30,3,1,36-50,Medium-Low,Long-term
2476,880835010,ACC972595,14/04/2025 11:35,11,general error,45,212423.2376,10.93576049,3,0,36-50,Medium-Low,Loyal
2477,840530181,ACC697870,11/04/2025 16:10,16,answer,56,251275.7449,4.358741928,3,0,51-75,Medium-Low,Established
2478,897132002,ACC188869,30/04/2025 12:03,12,answer,42,144161.1243,0,3,1,36-50,Low,New
2479,870112574,ACC440156,29/04/2025 14:41,14,answering machine,36,445460.4531,20.36212526,2,0,36-50,High,Long-term
2480,898487337,ACC290815,04/04/2025 09:49,9,no answer,41,289270.3458,9.586385137,2,0,36-50,Medium-High,Established
2481,899555870,ACC974103,02/04/2025 09:07,9,answer,31,323396.5528,18.16137684,3,1,25-35,Medium-High,Long-term
2482,822268672,ACC255425,11/04/2025 13:42,13,no answer,43,326631.808,19.56889916,3,0,36-50,Medium-High,Long-term
2483,865555617,ACC695386,25/04/2025 13:54,13,no answer,75,352435.8267,0,1,0,51-75,High,New
2484,842663491,ACC666243,07/04/2025 16:54,16,no answer,29,227714.6407,12.33420112,4,0,25-35,Medium-Low,Loyal
2485,846101095,ACC217531,03/04/2025 15:48,15,answering machine,42,307341.3788,1.653840695,1,1,36-50,Medium-High,New
2486,863554031,ACC138632,21/04/2025 11:28,11,answer,37,177182.5057,2.476136921,3,1,36-50,Low,New
2487,849108634,ACC211167,08/04/2025 14:10,14,answer,38,248774.2126,21.23869586,5,1,36-50,Medium-Low,Long-term
2488,850046672,ACC563063,14/04/2025 10:08,10,answering machine,53,295666.4382,14.72132659,5,1,51-75,Medium-High,Loyal
2489,818566432,ACC363684,10/04/2025 12:06,12,no answer,46,271196.4119,12.16824075,4,0,36-50,Medium-High,Loyal
2490,811452215,ACC498483,28/04/2025 15:21,15,general error,53,296829.6821,11.29707796,2,0,51-75,Medium-High,Loyal
2491,876784279,ACC918072,28/04/2025 11:48,11,answer,35,208002.1901,19.70214376,5,1,25-35,Medium-Low,Long-term
2492,824235682,ACC529761,25/04/2025 13:11,13,answer,46,305320.8976,0,2,0,36-50,Medium-High,New
2493,881836359,ACC513100,14/04/2025 16:30,16,no answer,52,158547.8631,10.38828179,3,1,51-75,Low,Loyal
2494,865926580,ACC751945,09/04/2025 12:48,12,cancel record,35,65622.45898,8.559110752,3,1,25-35,Low,Established
2495,822523033,ACC324050,22/04/2025 13:43,13,no answer,64,368667.6721,0,2,0,51-75,High,New
2496,834795828,ACC413116,18/04/2025 16:11,16,no answer,57,422345.7385,8.099541365,2,0,51-75,High,Established
2497,887113854,ACC574235,28/04/2025 12:56,12,answer,72,394315.797,13.28909562,2,0,51-75,High,Loyal
2498,867171796,ACC158460,24/04/2025 10:31,10,answer,40,178920.0053,23.40968458,2,1,36-50,Low,Long-term
2499,887075648,ACC581645,08/04/2025 11:42,11,answer,47,123541.1275,12.04074917,5,1,36-50,Low,Loyal
2500,813898411,ACC847670,08/04/2025 12:28,12,answer,45,234078.9383,19.73317547,4,1,36-50,Medium-Low,Long-term
2501,875906680,ACC261613,29/04/2025 14:59,14,answering machine,41,236025.1563,16.93756937,4,1,36-50,Medium-Low,Long-term
2502,833205566,ACC280250,21/04/2025 15:48,15,answer,46,205051.4325,19.62140306,4,1,36-50,Medium-Low,Long-term
2503,897671513,ACC426645,17/04/2025 09:59,9,answer,55,436398.2107,0.654854085,3,0,51-75,High,New
2504,844523849,ACC127893,21/04/2025 14:03,14,no answer,39,255205.0996,19.93897888,3,0,36-50,Medium-Low,Long-term
2505,855998096,ACC885617,29/04/2025 14:47,14,silence,60,366500.5817,20.8124788,3,1,51-75,High,Long-term
2506,861413686,ACC102109,18/04/2025 15:46,15,answer,25,240012.2898,19.29191776,5,1,25-35,Medium-Low,Long-term
2507,858401046,ACC878294,17/04/2025 09:59,9,answer,36,99931.03062,20.05745795,4,1,36-50,Low,Long-term
2508,863998109,ACC333859,16/04/2025 14:21,14,no answer,42,224042.6432,15.82257346,3,0,36-50,Medium-Low,Loyal
2509,812829370,ACC758695,07/04/2025 12:22,12,answer,48,317064.1217,3.074234545,3,1,36-50,Medium-High,New
2510,885137127,ACC689206,21/04/2025 12:26,12,answer,62,182281.0916,14.02348559,3,1,51-75,Low,Loyal
2511,827301581,ACC890950,28/04/2025 12:59,12,answer,25,93168.14916,1.971515179,4,1,25-35,Low,New
2512,837902550,ACC876549,14/04/2025 09:26,9,no answer,37,220512.2269,15.49746149,5,1,36-50,Medium-Low,Loyal
2513,890748712,ACC764885,10/04/2025 14:01,14,answer,25,156052.1239,12.02950222,2,1,25-35,Low,Loyal
2514,826638827,ACC482803,10/04/2025 16:54,16,no answer,43,273923.2755,11.73207114,4,1,36-50,Medium-High,Loyal
2515,841962615,ACC762608,14/04/2025 09:19,9,no answer,51,344153.8665,17.78733011,4,0,51-75,High,Long-term
2516,857768448,ACC491145,07/04/2025 12:45,12,no answer,62,142801.4271,9.370306391,2,0,51-75,Low,Established
2517,845847794,ACC503887,28/04/2025 15:51,15,no answer,59,291150.3304,2.405034454,2,0,51-75,Medium-High,New
2518,886927560,ACC102632,14/04/2025 14:30,14,abandoned,55,278914.6506,14.39135258,2,1,51-75,Medium-High,Loyal
2519,829352802,ACC685417,07/04/2025 14:08,14,answering machine,62,264909.0635,0,3,0,51-75,Medium-Low,New
2520,814536946,ACC444685,30/04/2025 13:34,13,answer,38,154853.2505,9.014703901,3,1,36-50,Low,Established
2521,884038827,ACC912811,21/04/2025 13:47,13,stale,34,214865.4865,0,2,1,25-35,Medium-Low,New
2522,892533895,ACC497095,04/04/2025 10:05,10,no answer,46,261561.4195,7.529383437,3,0,36-50,Medium-Low,Established
2523,888391826,ACC350093,28/04/2025 16:04,16,dropped,27,277107.3834,16.70581152,4,1,25-35,Medium-High,Long-term
2524,867560764,ACC635845,07/04/2025 16:44,16,cancel record,75,306909.2346,7.199108633,2,0,51-75,Medium-High,Established
2525,810281311,ACC289531,28/04/2025 11:08,11,invalid number,41,237785.8428,6.92423604,3,0,36-50,Medium-Low,Established
2526,899400038,ACC707559,28/04/2025 16:03,16,no answer,63,412625.0451,8.014702638,3,0,51-75,High,Established
2527,817489294,ACC886334,25/04/2025 13:45,13,answering machine,37,145640.7858,4.924670346,4,1,36-50,Low,Established
2528,884909009,ACC782745,14/04/2025 09:17,9,cancel record,48,93820.82062,9.98655553,3,1,36-50,Low,Established
2529,877720232,ACC134330,02/04/2025 16:16,16,no answer,46,274543.4165,30,5,1,36-50,Medium-High,Long-term
2530,867441683,ACC701155,14/04/2025 13:45,13,no answer,51,308197.7337,20.93613474,1,1,51-75,Medium-High,Long-term
2531,870534921,ACC825157,22/04/2025 10:01,10,answering machine,43,234451.2493,8.063648114,1,0,36-50,Medium-Low,Established
2532,818985386,ACC661233,28/04/2025 14:41,14,answer,52,334271.1235,9.446598775,1,1,51-75,High,Established
2533,879993153,ACC571463,15/04/2025 16:09,16,abandoned,31,291436.9372,5.590287404,1,1,25-35,Medium-High,Established
2534,899238232,ACC831896,29/04/2025 10:33,10,answer,30,50000,10.29519549,5,1,25-35,Low,Loyal
2535,883145928,ACC780035,22/04/2025 14:29,14,answering machine,65,254154.1899,9.67678757,3,0,51-75,Medium-Low,Established
2536,814909178,ACC768601,01/04/2025 15:25,15,answer,51,403095.8542,10.10825205,5,1,51-75,High,Loyal
2537,810859671,ACC353007,15/04/2025 15:20,15,no answer,70,448549.8125,8.554487088,1,0,51-75,High,Established
2538,877972624,ACC667825,08/04/2025 14:36,14,answer,75,387681.5491,17.78072784,3,0,51-75,High,Long-term
2539,813643653,ACC605584,08/04/2025 16:40,16,no answer,49,410946.0342,8.825852454,3,0,36-50,High,Established
2540,815556945,ACC927433,02/04/2025 11:07,11,no answer,73,346041.1143,5.403862889,3,0,51-75,High,Established
2541,892643630,ACC824573,28/04/2025 13:19,13,no answer,62,424585.9201,0,3,0,51-75,High,New
2542,867624617,ACC448563,08/04/2025 09:11,9,answer,31,295054.9961,17.63287761,2,0,25-35,Medium-High,Long-term
2543,856301632,ACC831014,09/04/2025 09:07,9,general error,68,308108.0586,0,5,0,51-75,Medium-High,New
2544,896097832,ACC925719,23/04/2025 12:33,12,answer,55,212856.8804,8.173548561,5,1,51-75,Medium-Low,Established
2545,849174400,ACC686317,07/04/2025 14:57,14,answer,41,243050.5332,20.43849788,3,1,36-50,Medium-Low,Long-term
2546,871277315,ACC866422,28/04/2025 09:49,9,busy,52,194962.5651,19.30053329,2,0,51-75,Low,Long-term
2547,833956440,ACC693051,14/04/2025 16:36,16,answer,38,231292.2491,8.898992486,3,1,36-50,Medium-Low,Established
2548,863765034,ACC160760,14/04/2025 11:30,11,no answer,55,161387.9887,6.450546576,3,0,51-75,Low,Established
2549,867593364,ACC937729,17/04/2025 14:21,14,no answer,26,269839.6179,0,4,0,25-35,Medium-High,New
2550,866027401,ACC470472,21/04/2025 11:00,11,answer,30,195680.6112,4.648426761,2,1,25-35,Low,Established
2551,813554617,ACC316144,22/04/2025 16:55,16,cancel record,60,215741.4148,2.565187612,3,1,51-75,Medium-Low,New
2552,880086398,ACC848051,14/04/2025 09:14,9,no answer,49,275090.3593,0,1,0,36-50,Medium-High,New
2553,842090132,ACC936297,17/04/2025 09:09,9,answering machine,48,249340.1732,14.75282915,3,0,36-50,Medium-Low,Loyal
2554,875103680,ACC179053,07/04/2025 12:50,12,answer,35,346077.7519,9.504945164,2,0,25-35,High,Established
2555,826749332,ACC487638,23/04/2025 09:42,9,busy,69,355160.7109,12.81451275,5,0,51-75,High,Loyal
2556,892138764,ACC755242,28/04/2025 14:28,14,callback error,57,202575.6326,3.740983282,1,0,51-75,Low,New
2557,898148717,ACC457074,01/04/2025 16:56,16,answer,41,346358.1172,1.832802449,5,1,36-50,High,New
2558,882598937,ACC578944,25/04/2025 15:53,15,no answer,47,387936.9909,6.836793929,1,0,36-50,High,Established
2559,821414630,ACC197898,16/04/2025 16:03,16,no answer,60,324466.8827,8.561999028,1,1,51-75,Medium-High,Established
2560,899133853,ACC772691,14/04/2025 14:34,14,answer,66,230061.9402,13.1191734,2,1,51-75,Medium-Low,Loyal
2561,843456715,ACC748520,18/04/2025 14:48,14,no answer,54,260637.6638,9.669734317,4,0,51-75,Medium-Low,Established
2562,819465984,ACC360866,04/04/2025 12:02,12,answer,73,282712.1409,30,3,1,51-75,Medium-High,Long-term
2563,818602663,ACC608711,21/04/2025 12:09,12,answer,32,312482.5276,18.12871279,2,1,25-35,Medium-High,Long-term
2564,889613360,ACC716256,03/04/2025 09:50,9,answer,33,322466.9462,30,4,1,25-35,Medium-High,Long-term
2565,852155998,ACC875198,14/04/2025 10:00,10,cancel record,43,350456.9451,14.600246,3,0,36-50,High,Loyal
2566,867486108,ACC889340,21/04/2025 16:52,16,answer,48,271481.5627,26.68160881,3,0,36-50,Medium-High,Long-term
2567,846048611,ACC872611,21/04/2025 16:26,16,answer,47,361201.1966,1.191870662,3,1,36-50,High,New
2568,871422138,ACC246996,29/04/2025 10:10,10,no answer,46,238671.4435,12.54144071,5,0,36-50,Medium-Low,Loyal
2569,878603408,ACC765709,21/04/2025 12:19,12,answer,53,219486.1915,7.21793745,3,1,51-75,Medium-Low,Established
2570,882752098,ACC172469,01/04/2025 09:36,9,answer,57,222926.587,0.473752448,4,0,51-75,Medium-Low,New
2571,877411399,ACC439374,18/04/2025 10:11,10,answering machine,25,306942.9513,23.97135172,3,1,25-35,Medium-High,Long-term
2572,848756656,ACC740165,21/04/2025 09:57,9,busy,44,384706.9382,4.136564589,1,0,36-50,High,Established
2573,861070406,ACC595106,28/04/2025 09:47,9,answer,52,209257.1037,4.529022612,4,1,51-75,Medium-Low,Established
2574,888102224,ACC398110,14/04/2025 09:26,9,no answer,43,173942.3716,4.133138926,2,0,36-50,Low,Established
2575,846132330,ACC666314,07/04/2025 13:22,13,dropped,34,263194.222,4.496939494,3,1,25-35,Medium-Low,Established
2576,835738150,ACC208147,09/04/2025 14:23,14,answer,59,197769.2137,3.237015989,3,1,51-75,Low,New
2577,880824214,ACC369203,10/04/2025 09:58,9,answering machine,30,146125.7413,7.351707872,1,1,25-35,Low,Established
2578,897310613,ACC277875,24/04/2025 13:31,13,answer,39,125902.9859,26.91149344,1,1,36-50,Low,Long-term
2579,882832253,ACC560041,01/04/2025 12:41,12,no answer,57,348924.041,0.508687388,4,0,51-75,High,New
2580,837045373,ACC666343,04/04/2025 10:18,10,answer,39,300527.1366,30,3,1,36-50,Medium-High,Long-term
2581,880244127,ACC107090,01/04/2025 14:00,14,silence,73,380587.5861,9.506350091,1,0,51-75,High,Established
2582,868292525,ACC839940,07/04/2025 15:03,15,answer,42,308747.1902,10.77950178,3,1,36-50,Medium-High,Loyal
2583,866286643,ACC134533,07/04/2025 10:06,10,answer,60,333525.2384,17.46580782,3,1,51-75,High,Long-term
2584,823109357,ACC791689,02/04/2025 14:46,14,answering machine,41,108914.1823,12.44650198,4,1,36-50,Low,Loyal
2585,878505126,ACC952873,18/04/2025 15:42,15,answer,53,298647.4142,19.88649795,3,1,51-75,Medium-High,Long-term
2586,822294808,ACC555270,23/04/2025 10:20,10,no answer,54,253090.1665,14.30627929,3,1,51-75,Medium-Low,Loyal
2587,841886938,ACC985541,14/04/2025 14:16,14,answer,35,282968.0941,0,2,0,25-35,Medium-High,New
2588,812452253,ACC941297,14/04/2025 10:03,10,general error,25,227496.1507,11.44573755,3,1,25-35,Medium-Low,Loyal
2589,861231871,ACC674410,22/04/2025 10:13,10,answer,48,142769.579,21.84451018,5,1,36-50,Low,Long-term
2590,861473186,ACC983838,30/04/2025 15:52,15,answer,43,236060.2389,11.04538671,3,1,36-50,Medium-Low,Loyal
2591,838519780,ACC873164,04/04/2025 10:18,10,answer,49,355750.5753,14.50134439,5,1,36-50,High,Loyal
2592,836005310,ACC902453,28/04/2025 10:49,10,no answer,49,386503.779,1.232509149,2,0,36-50,High,New
2593,866772154,ACC513237,28/04/2025 15:21,15,answer,40,214941.7681,0,4,1,36-50,Medium-Low,New
2594,837958860,ACC713382,24/04/2025 12:06,12,invalid number,70,163754.8535,0,3,0,51-75,Low,New
2595,852531513,ACC205649,07/04/2025 09:32,9,answer,35,185826.7136,0,2,1,25-35,Low,New
2596,823322291,ACC385426,30/04/2025 16:26,16,answering machine,52,344483.0306,16.79301468,4,1,51-75,High,Long-term
2597,885048212,ACC323349,21/04/2025 11:06,11,dropped,41,211228.62,0,4,0,36-50,Medium-Low,New
2598,883634775,ACC808098,24/04/2025 13:45,13,answer,38,204296.8121,7.289775904,4,1,36-50,Medium-Low,Established
2599,848990875,ACC821418,08/04/2025 11:13,11,no answer,49,430610.2995,0,3,0,36-50,High,New
2600,879540025,ACC283305,25/04/2025 11:32,11,answer,35,69316.66518,14.61888616,3,1,25-35,Low,Loyal
2601,828927173,ACC255793,11/04/2025 14:00,14,silence,58,432124.4469,0,4,0,51-75,High,New
2602,893824158,ACC908541,28/04/2025 09:21,9,no answer,60,223129.6936,14.10831411,4,1,51-75,Medium-Low,Loyal
2603,885605766,ACC158138,18/04/2025 14:05,14,no answer,48,134357.5555,2.982146088,3,1,36-50,Low,New
2604,864150370,ACC584176,01/04/2025 09:15,9,answer,50,270156.7559,16.7766826,3,0,36-50,Medium-High,Long-term
2605,820973250,ACC347741,28/04/2025 15:45,15,answer,31,166618.1982,8.435749073,5,0,25-35,Low,Established
2606,834787468,ACC300785,17/04/2025 15:26,15,answer,61,371308.4358,4.318361422,2,0,51-75,High,Established
2607,819008443,ACC239869,14/04/2025 16:35,16,answer,69,154585.8743,15.83866165,2,1,51-75,Low,Loyal
2608,898750867,ACC489539,30/04/2025 09:12,9,dropped,40,96644.14518,12.01052548,3,1,36-50,Low,Loyal
2609,880564186,ACC105700,08/04/2025 10:10,10,no answer,44,274103.7958,7.910469388,4,0,36-50,Medium-High,Established
2610,811344435,ACC237654,03/04/2025 12:46,12,answer,40,162419.1199,5.38638852,5,1,36-50,Low,Established
2611,888157122,ACC320814,21/04/2025 16:13,16,answer,37,242078.0126,15.98006532,3,0,36-50,Medium-Low,Loyal
2612,899442679,ACC358664,09/04/2025 16:38,16,answer,25,195941.4438,11.39135588,3,1,25-35,Low,Loyal
2613,893508883,ACC578153,17/04/2025 10:11,10,no answer,55,263414.014,0.881491905,3,0,51-75,Medium-Low,New
2614,823776677,ACC502127,01/04/2025 12:51,12,answering machine,36,280114.5862,12.52479616,3,0,36-50,Medium-High,Loyal
2615,812558372,ACC277310,16/04/2025 14:34,14,no answer,35,315390.6499,14.82591397,3,0,25-35,Medium-High,Loyal
2616,858613788,ACC575829,28/04/2025 12:15,12,answer,54,215418.1054,22.9293292,4,1,51-75,Medium-Low,Long-term
2617,867097675,ACC502004,11/04/2025 14:13,14,no answer,35,344070.5946,15.19342357,4,0,25-35,High,Loyal
2618,864990393,ACC879345,16/04/2025 15:01,15,answering machine,38,132416.8004,14.70183394,4,1,36-50,Low,Loyal
2619,862373332,ACC561072,07/04/2025 11:56,11,no answer,61,238564.0942,3.348676766,4,0,51-75,Medium-Low,New
2620,883690782,ACC911603,15/04/2025 15:07,15,no answer,35,52557.07973,0,2,0,25-35,Low,New
2621,831448049,ACC721613,16/04/2025 15:09,15,silence,26,270203.4938,12.53528491,5,1,25-35,Medium-High,Loyal
2622,846767342,ACC573555,17/04/2025 11:54,11,answering machine,46,202414.7862,20.67812092,4,1,36-50,Low,Long-term
2623,895506024,ACC245220,04/04/2025 12:16,12,answer,59,184502.3124,30,3,1,51-75,Low,Long-term
2624,882837800,ACC597488,04/04/2025 16:20,16,answer,25,239464.1654,22.62702734,3,1,25-35,Medium-Low,Long-term
2625,845797423,ACC724795,21/04/2025 12:51,12,answer,47,313170.3444,4.722575511,3,1,36-50,Medium-High,Established
2626,820611298,ACC801497,04/04/2025 14:25,14,answer,49,184351.1346,7.53747884,4,1,36-50,Low,Established
2627,856607646,ACC150694,14/04/2025 10:38,10,stale,25,206590.8148,26.38951144,2,0,25-35,Medium-Low,Long-term
2628,829508211,ACC715595,14/04/2025 14:31,14,callback error,63,338790.9923,3.965518753,2,0,51-75,High,Established
2629,857704682,ACC121262,07/04/2025 10:23,10,answer,59,186102.599,7.925766657,2,0,51-75,Low,Established
2630,831789531,ACC492186,01/04/2025 15:39,15,no answer,40,191282.2621,3.101628399,3,1,36-50,Low,New
2631,863317005,ACC633785,16/04/2025 11:29,11,no answer,58,331418.5715,24.7039741,1,1,51-75,Medium-High,Long-term
2632,854164742,ACC848302,18/04/2025 15:28,15,no answer,75,406984.3367,5.31638004,2,0,51-75,High,Established
2633,870389950,ACC906930,01/04/2025 09:17,9,answer,46,100210.567,3.77073641,3,0,36-50,Low,New
2634,878920358,ACC502457,30/04/2025 12:46,12,answer,38,101497.9915,2.68175459,3,1,36-50,Low,New
2635,885289020,ACC517609,11/04/2025 10:33,10,answer,34,282394.9534,11.34745454,4,0,25-35,Medium-High,Loyal
2636,886455988,ACC544490,29/04/2025 14:29,14,dropped,43,280253.0309,15.51874476,5,1,36-50,Medium-High,Loyal
2637,881676260,ACC220846,24/04/2025 11:55,11,wrong number,50,107936.8811,18.34400203,4,1,36-50,Low,Long-term
2638,880989414,ACC369072,28/04/2025 10:08,10,answer,39,246671.2514,19.61651542,2,1,36-50,Medium-Low,Long-term
2639,839883787,ACC615374,18/04/2025 14:49,14,no answer,25,371544.717,7.020315128,2,0,25-35,High,Established
2640,856794963,ACC879309,24/04/2025 12:32,12,answer,58,372904.3943,9.399497206,4,0,51-75,High,Established
2641,876468585,ACC796232,25/04/2025 15:18,15,dropped,47,227445.829,15.26072839,4,0,36-50,Medium-Low,Loyal
2642,812422391,ACC707756,15/04/2025 12:46,12,stale,39,251193.4041,10.84132702,5,1,36-50,Medium-Low,Loyal
2643,820327348,ACC495936,14/04/2025 13:26,13,dropped,64,155795.1573,4.589869364,2,0,51-75,Low,Established
2644,864897330,ACC110217,16/04/2025 09:00,9,answering machine,64,435737.5293,9.116823119,2,0,51-75,High,Established
2645,821042659,ACC111467,18/04/2025 13:41,13,wrong number,25,228122.3123,1.435894031,5,0,25-35,Medium-Low,New
2646,828553020,ACC514551,21/04/2025 11:46,11,callback error,48,160644.6713,17.00245704,3,0,36-50,Low,Long-term
2647,827236617,ACC501972,28/04/2025 10:25,10,no answer,25,208992.9026,9.781992504,2,1,25-35,Medium-Low,Established
2648,894396989,ACC463044,23/04/2025 11:10,11,no answer,57,429656.3603,0,4,0,51-75,High,New
2649,811269971,ACC791027,16/04/2025 15:50,15,no answer,46,424608.5284,7.458494629,1,0,36-50,High,Established
2650,871648750,ACC315589,16/04/2025 14:25,14,wrong party,74,401427.6076,3.858355924,1,0,51-75,High,Established
2651,824262992,ACC604468,14/04/2025 12:30,12,answer,38,286588.3836,16.43208562,5,1,36-50,Medium-High,Long-term
2652,883402507,ACC327961,21/04/2025 13:58,13,answer,25,289322.5207,11.32744796,4,0,25-35,Medium-High,Loyal
2653,857515899,ACC391637,28/04/2025 16:31,16,no answer,39,165300.444,17.41022476,4,0,36-50,Low,Long-term
2654,839067488,ACC950161,03/04/2025 13:57,13,stale,51,389814.9736,19.20092278,1,0,51-75,High,Long-term
2655,878988542,ACC598063,15/04/2025 15:07,15,answer,55,165848.9743,16.8679996,4,1,51-75,Low,Long-term
2656,896207058,ACC887801,07/04/2025 13:46,13,no answer,69,500000,0,1,0,51-75,High,New
2657,855099368,ACC763341,30/04/2025 15:43,15,no answer,57,355046.0303,7.78067221,2,0,51-75,High,Established
2658,869250851,ACC782827,08/04/2025 16:15,16,dropped,37,306530.2141,1.542177895,5,1,36-50,Medium-High,New
2659,886797734,ACC102887,14/04/2025 11:20,11,no answer,52,428072.5276,21.76028704,2,1,51-75,High,Long-term
2660,873308957,ACC877061,18/04/2025 12:12,12,busy,39,376800.8863,30,4,1,36-50,High,Long-term
2661,898846728,ACC686761,01/04/2025 10:41,10,no answer,53,298093.5931,11.65317174,4,0,51-75,Medium-High,Loyal
2662,830675610,ACC207311,02/04/2025 14:37,14,answer,53,162142.5852,19.95485545,4,1,51-75,Low,Long-term
2663,833453757,ACC845606,03/04/2025 10:48,10,dropped,28,90170.82936,13.4325567,5,1,25-35,Low,Loyal
2664,813691248,ACC224304,18/04/2025 11:54,11,answer,35,391729.0029,17.97452433,4,1,25-35,High,Long-term
2665,848659215,ACC841642,16/04/2025 14:31,14,stale,51,261528.6752,0,3,0,51-75,Medium-Low,New
2666,823379532,ACC808743,21/04/2025 13:17,13,answer,75,392110.7715,6.476665481,3,0,51-75,High,Established
2667,846012488,ACC420092,28/04/2025 16:35,16,answer,32,157817.4734,7.335055131,4,1,25-35,Low,Established
2668,885134197,ACC325000,28/04/2025 16:38,16,no answer,67,360301.612,13.95213753,3,0,51-75,High,Loyal
2669,824773981,ACC859632,21/04/2025 09:57,9,no answer,75,302136.2069,3.34337185,1,0,51-75,Medium-High,New
2670,811128565,ACC313820,07/04/2025 11:00,11,cancel record,47,192413.8203,23.41735564,4,0,36-50,Low,Long-term
2671,839529647,ACC687830,16/04/2025 11:51,11,no answer,39,221728.0059,18.87855213,5,0,36-50,Medium-Low,Long-term
2672,821330833,ACC766759,25/04/2025 12:38,12,answer,34,182325.0173,15.62715275,4,1,25-35,Low,Loyal
2673,836695240,ACC126286,28/04/2025 10:26,10,no answer,48,345250.1286,5.14755989,2,0,36-50,High,Established
2674,870140015,ACC709398,30/04/2025 11:52,11,no answer,68,449886.3251,11.75114771,1,0,51-75,High,Loyal
2675,841152995,ACC932851,28/04/2025 11:56,11,answer,42,284519.496,11.85325557,3,0,36-50,Medium-High,Loyal
2676,881205041,ACC365473,03/04/2025 13:53,13,cancel record,73,312140.7304,7.772108933,1,0,51-75,Medium-High,Established
2677,869744484,ACC970207,29/04/2025 13:42,13,answering machine,59,338005.1262,2.268641643,1,0,51-75,High,New
2678,836990977,ACC723563,28/04/2025 14:40,14,dropped,75,401577.9709,0,2,0,51-75,High,New
2679,819107547,ACC130140,21/04/2025 15:22,15,answer,25,389175.678,13.54797322,2,1,25-35,High,Loyal
2680,887881565,ACC242786,21/04/2025 15:32,15,no answer,48,264155.1511,0,3,1,36-50,Medium-Low,New
2681,849446022,ACC723217,17/04/2025 09:57,9,answering machine,49,107094.9699,0,3,1,36-50,Low,New
2682,827088876,ACC611344,21/04/2025 15:50,15,answer,44,166712.548,18.35314179,3,1,36-50,Low,Long-term
2683,830123632,ACC813417,30/04/2025 12:51,12,answer,40,238629.5421,25.09489626,1,1,36-50,Medium-Low,Long-term
2684,862226213,ACC633984,07/04/2025 09:50,9,answer,41,349142.9732,19.250969,3,1,36-50,High,Long-term
2685,876372918,ACC860192,08/04/2025 14:37,14,busy,63,429787.3803,0,1,0,51-75,High,New
2686,896446372,ACC213411,14/04/2025 13:35,13,answer,44,178681.1168,0,2,0,36-50,Low,New
2687,813542980,ACC128766,28/04/2025 15:24,15,no answer,64,500000,9.809364584,2,0,51-75,High,Established
2688,878149751,ACC145601,23/04/2025 10:35,10,no answer,48,263563.934,4.544909464,2,1,36-50,Medium-Low,Established
2689,876429210,ACC686189,14/04/2025 13:16,13,answer,59,367109.4946,14.15141993,3,1,51-75,High,Loyal
2690,835670354,ACC155007,08/04/2025 16:16,16,answer,51,138800.9111,15.62537581,4,1,51-75,Low,Loyal
2691,818085166,ACC351169,30/04/2025 12:28,12,no answer,47,56780.03595,14.00865866,2,1,36-50,Low,Loyal
2692,879979966,ACC308916,30/04/2025 13:40,13,answer,61,118623.2666,12.76244221,4,1,51-75,Low,Loyal
2693,898937830,ACC277326,23/04/2025 12:54,12,answer,48,50000,15.88291561,2,1,36-50,Low,Loyal
2694,841468581,ACC432507,07/04/2025 12:33,12,answer,63,354319.2859,17.6640795,3,1,51-75,High,Long-term
2695,892871116,ACC476661,22/04/2025 12:24,12,answering machine,54,289233.3994,3.656361104,3,1,51-75,Medium-High,New
2696,821504679,ACC494699,22/04/2025 14:28,14,answering machine,30,241900.0676,0,3,1,25-35,Medium-Low,New
2697,866256853,ACC160194,17/04/2025 12:49,12,answer,59,278827.4139,0,4,1,51-75,Medium-High,New
